,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,ORCHIDS,TRANSPORT_FEES,EXPORT_TARIFF,IMPORT_TARIFF,SUNLIGHT,HUMIDITY,DAY,total_ask_vol,total_bid_vol,ask_vwap,bid_vwap,spread
60300,1077.0,7.0,1076.0,2.0,1070.0,45.0,1084.0,7.0,1085.0,2.0,1092.0,45.0,1080.5,109950.6875,1080.75,1.1,8.5,-5.0,1851.0328,79.24096,1,54.0,54.0,1090.7037037037037,1071.1296296296296,7.0
60400,1078.0,5.0,1077.0,4.0,1071.0,48.0,1085.0,5.0,1086.0,4.0,1093.0,48.0,1081.5,109950.6875,1081.75,1.1,8.5,-5.0,1850.5642,79.25305,1,57.0,57.0,1091.8070175438597,1072.0350877192982,7.0
60500,1078.0,6.0,1077.0,2.0,1070.0,48.0,1085.0,6.0,1086.0,2.0,1092.0,48.0,1081.5,109950.6875,1081.25,1.1,8.5,-5.0,1850.0957,79.26514,1,56.0,56.0,1091.0357142857142,1071.107142857143,7.0
60600,1079.0,6.0,1078.0,5.0,1071.0,49.0,1086.0,6.0,1087.0,5.0,1093.0,49.0,1082.5,109950.6875,1082.25,1.1,8.5,-5.0,1849.6276,79.27723,1,60.0,60.0,1091.8,1072.3833333333334,7.0
60700,1080.0,10.0,1079.0,3.0,1072.0,52.0,1087.0,10.0,1088.0,3.0,1094.0,52.0,1083.5,109950.6875,1083.25,1.1,8.5,-5.0,1849.1594,79.28933,1,65.0,65.0,1092.6461538461538,1073.553846153846,7.0
60800,1080.0,8.0,1079.0,4.0,1072.0,45.0,1087.0,8.0,1088.0,4.0,1095.0,45.0,1083.5,109950.6875,1083.5,1.1,8.5,-5.0,1848.6917,79.30143,1,57.0,57.0,1093.3859649122808,1073.6140350877192,7.0
60900,1080.0,6.0,1079.0,5.0,1073.0,48.0,1087.0,6.0,1088.0,5.0,1095.0,48.0,1083.5,109950.6875,1083.75,1.1,8.5,-5.0,1848.224,79.31353,1,59.0,59.0,1093.593220338983,1074.2203389830509,7.0
61000,1080.0,9.0,1079.0,3.0,1073.0,46.0,1087.0,9.0,1088.0,3.0,1095.0,46.0,1083.5,109950.6875,1083.75,1.1,8.5,-5.0,1847.7566,79.32564,1,58.0,58.0,1093.396551724138,1074.396551724138,7.0
61100,1079.0,10.0,1078.0,4.0,1071.0,52.0,1086.0,10.0,1087.0,4.0,1093.0,52.0,1082.5,109950.6875,1082.25,1.1,8.5,-5.0,1847.2894,79.33775,1,66.0,66.0,1091.5757575757575,1072.6363636363637,7.0
61200,1079.0,6.0,1078.0,3.0,1072.0,46.0,1086.0,6.0,1087.0,3.0,1094.0,46.0,1082.5,109950.6875,1082.75,1.1,8.5,-5.0,1846.8224,79.34987,1,55.0,55.0,1092.7454545454545,1073.090909090909,7.0
61300,1080.0,7.0,1079.0,5.0,1073.0,52.0,1087.0,7.0,1088.0,5.0,1095.0,52.0,1083.5,109950.6875,1083.75,1.1,8.5,-5.0,1846.3556,79.361984,1,64.0,64.0,1093.578125,1074.234375,7.0
61400,1080.0,9.0,1079.0,4.0,1072.0,50.0,1087.0,9.0,1088.0,4.0,1095.0,50.0,1083.5,109950.6875,1083.5,1.1,8.5,-5.0,1845.889,79.37411,1,63.0,63.0,1093.4126984126983,1073.5873015873017,7.0
61500,1080.0,5.0,1079.0,3.0,1073.0,51.0,1087.0,5.0,1088.0,3.0,1095.0,51.0,1083.5,109950.6875,1083.75,1.1,8.5,-5.0,1845.4226,79.38623,1,59.0,59.0,1093.9661016949153,1073.8983050847457,7.0
61600,1080.0,7.0,1079.0,5.0,1072.0,47.0,1087.0,7.0,1088.0,5.0,1094.0,47.0,1083.5,109950.6875,1083.25,1.1,8.5,-5.0,1844.9565,79.39836,1,59.0,59.0,1092.6610169491526,1073.542372881356,7.0
61700,1079.0,6.0,1078.0,2.0,1072.0,52.0,1086.0,6.0,1087.0,2.0,1094.0,52.0,1082.5,109950.6875,1082.75,1.1,8.5,-5.0,1844.4906,79.41049,1,60.0,60.0,1092.9666666666667,1072.9,7.0
61800,1078.0,7.0,1077.0,5.0,1070.0,51.0,1085.0,7.0,1086.0,5.0,1092.0,51.0,1081.5,109950.6875,1081.25,1.1,8.5,-5.0,1844.0249,79.42263,1,63.0,63.0,1090.7460317460318,1071.4444444444443,7.0
61900,1080.0,8.0,1079.0,5.0,1073.0,43.0,1087.0,8.0,1088.0,5.0,1095.0,43.0,1083.5,109950.6875,1083.75,1.1,8.5,-5.0,1843.5594,79.43478,1,56.0,56.0,1093.232142857143,1074.5357142857142,7.0
62000,1081.0,10.0,1080.0,3.0,1074.0,50.0,1088.0,10.0,1089.0,3.0,1096.0,50.0,1084.5,109950.6875,1084.75,1.1,8.5,-5.0,1843.0941,79.44692,1,63.0,63.0,1094.3968253968253,1075.3968253968253,7.0
62100,1081.0,5.0,1080.0,4.0,1074.0,47.0,1088.0,5.0,1089.0,4.0,1096.0,47.0,1084.5,109950.6875,1084.75,1.1,8.5,-5.0,1842.6292,79.45907,1,56.0,56.0,1094.7857142857142,1075.0535714285713,7.0
62200,1080.0,9.0,1079.0,2.0,1072.0,50.0,1087.0,9.0,1088.0,2.0,1094.0,50.0,1083.5,109950.6875,1083.25,1.1,8.5,-5.0,1842.1643,79.47122,1,61.0,61.0,1092.7704918032787,1073.4098360655737,7.0
62300,1079.0,6.0,1078.0,5.0,1071.0,41.0,1086.0,6.0,1087.0,5.0,1093.0,41.0,1082.5,109950.6875,1082.25,1.1,8.5,-5.0,1841.6997,79.48338,1,52.0,52.0,1091.6153846153845,1072.5961538461538,7.0
62400,1077.0,10.0,1076.0,3.0,1070.0,60.0,1084.0,10.0,1085.0,3.0,1092.0,60.0,1080.5,109950.6875,1080.75,1.1,8.5,-5.0,1841.2354,79.495544,1,73.0,73.0,1090.6164383561643,1071.2054794520548,7.0
62500,1077.0,8.0,1076.0,3.0,1069.0,46.0,1084.0,8.0,1085.0,3.0,1091.0,46.0,1080.5,109950.6875,1080.25,1.1,8.5,-5.0,1840.7714,79.50771,1,57.0,57.0,1089.701754385965,1070.4912280701753,7.0
62600,1075.0,9.0,1074.0,5.0,1068.0,48.0,1082.0,9.0,1083.0,5.0,1090.0,48.0,1078.5,109950.6875,1078.75,1.1,8.5,-5.0,1840.3075,79.51988,1,62.0,62.0,1088.274193548387,1069.5,7.0
62700,1075.0,6.0,1074.0,3.0,1067.0,45.0,1082.0,6.0,1083.0,3.0,1089.0,45.0,1078.5,109950.6875,1078.25,1.1,8.5,-5.0,1839.8438,79.53207,1,54.0,54.0,1087.888888888889,1068.2777777777778,7.0
62800,1079.0,7.0,1078.0,3.0,1071.0,42.0,1086.0,7.0,1087.0,3.0,1093.0,42.0,1082.5,109950.6875,1082.25,1.1,8.5,-5.0,1839.3804,79.54424,1,52.0,52.0,1091.7115384615386,1072.4807692307693,7.0
62900,1078.0,5.0,1077.0,3.0,1071.0,48.0,1086.0,5.0,1087.0,3.0,1093.0,48.0,1082.0,109950.6875,1082.0,1.1,8.5,-5.0,1838.9172,79.556435,1,56.0,56.0,1092.0535714285713,1071.9464285714287,8.0
63000,1078.0,8.0,1077.0,2.0,1070.0,48.0,1085.0,8.0,1086.0,2.0,1092.0,48.0,1081.5,109950.6875,1081.25,1.1,8.5,-5.0,1838.4543,79.56863,1,58.0,58.0,1090.8275862068965,1071.344827586207,7.0
63100,1079.0,10.0,1078.0,4.0,1071.0,52.0,1086.0,10.0,1087.0,4.0,1093.0,52.0,1082.5,109950.6875,1082.25,1.1,8.5,-5.0,1837.9917,79.58082,1,66.0,66.0,1091.5757575757575,1072.6363636363637,7.0
63200,1078.0,7.0,1077.0,4.0,1071.0,38.0,1086.0,7.0,1087.0,4.0,1093.0,38.0,1082.0,109950.6875,1082.0,1.1,8.5,-5.0,1837.5293,79.59302,1,49.0,49.0,1091.5102040816328,1072.4897959183672,8.0
63300,1077.0,6.0,1076.0,3.0,1070.0,47.0,1081.0,7.0,1084.0,6.0,1085.0,3.0,1079.0,109950.6875,1080.75,1.1,8.5,-5.0,1837.0671,79.605225,1,16.0,56.0,1082.875,1071.0714285714287,4.0
63400,1076.0,5.0,1075.0,3.0,1069.0,42.0,1083.0,5.0,1084.0,3.0,1091.0,42.0,1079.5,109950.6875,1079.75,1.1,8.5,-5.0,1836.6052,79.61744,1,50.0,50.0,1089.78,1070.06,7.0
63500,1077.0,6.0,1076.0,3.0,1070.0,47.0,1084.0,6.0,1085.0,3.0,1092.0,47.0,1080.5,109950.6875,1080.75,1.1,8.5,-5.0,1836.1436,79.629654,1,56.0,56.0,1090.767857142857,1071.0714285714287,7.0
63600,1077.0,5.0,1076.0,3.0,1070.0,43.0,1085.0,5.0,1086.0,3.0,1092.0,43.0,1081.0,109950.6875,1081.0,1.1,8.5,-5.0,1835.6821,79.64188,1,51.0,51.0,1090.9607843137255,1071.0392156862745,8.0
63700,1077.0,7.0,1076.0,3.0,1070.0,50.0,1084.0,7.0,1085.0,3.0,1092.0,50.0,1080.5,109950.6875,1080.75,1.1,8.5,-5.0,1835.2211,79.654106,1,60.0,60.0,1090.7166666666667,1071.1166666666666,7.0
63800,1077.0,9.0,1076.0,5.0,1069.0,39.0,1084.0,9.0,1085.0,5.0,1092.0,39.0,1080.5,109950.6875,1080.5,1.1,8.5,-5.0,1834.7601,79.666336,1,53.0,53.0,1089.9811320754718,1071.0188679245282,7.0
63900,1077.0,5.0,1076.0,4.0,1070.0,46.0,1084.0,5.0,1085.0,4.0,1092.0,46.0,1080.5,109950.6875,1080.75,1.1,8.5,-5.0,1834.2996,79.67858,1,55.0,55.0,1090.7636363636364,1071.0727272727272,7.0
64000,1077.0,10.0,1076.0,4.0,1070.0,49.0,1084.0,10.0,1085.0,4.0,1092.0,49.0,1080.5,109950.6875,1080.75,1.1,8.5,-5.0,1833.8391,79.69082,1,63.0,63.0,1090.2857142857142,1071.4920634920634,7.0
64100,1079.0,9.0,1078.0,4.0,1071.0,54.0,1086.0,9.0,1087.0,4.0,1093.0,54.0,1082.5,109950.6875,1082.25,1.1,8.5,-5.0,1833.379,79.70307,1,67.0,67.0,1091.7014925373135,1072.4925373134329,7.0
64200,1078.0,10.0,1077.0,3.0,1071.0,58.0,1085.0,10.0,1086.0,3.0,1093.0,58.0,1081.5,109950.6875,1081.75,1.1,8.5,-5.0,1832.9192,79.715324,1,71.0,71.0,1091.5774647887324,1072.2394366197184,7.0
64300,1078.0,7.0,1077.0,3.0,1071.0,40.0,1086.0,7.0,1087.0,3.0,1093.0,40.0,1082.0,109950.6875,1082.0,1.1,8.5,-5.0,1832.4597,79.72759,1,50.0,50.0,1091.66,1072.34,8.0
64400,1078.0,5.0,1077.0,2.0,1071.0,37.0,1086.0,5.0,1087.0,2.0,1093.0,37.0,1082.0,109950.6875,1082.0,1.1,8.5,-5.0,1832.0004,79.73985,1,44.0,44.0,1091.9318181818182,1072.0681818181818,8.0
64500,1078.0,8.0,1077.0,4.0,1070.0,47.0,1085.0,8.0,1086.0,4.0,1092.0,47.0,1081.5,109950.6875,1081.25,1.1,8.5,-5.0,1831.5414,79.75213,1,59.0,59.0,1090.6440677966102,1071.5593220338983,7.0
64600,1076.0,10.0,1075.0,2.0,1069.0,49.0,1083.0,10.0,1084.0,2.0,1091.0,49.0,1079.5,109950.6875,1079.75,1.1,8.5,-5.0,1831.0826,79.764404,1,61.0,61.0,1089.4590163934427,1070.344262295082,7.0
64700,1076.0,7.0,1075.0,3.0,1068.0,46.0,1083.0,7.0,1084.0,3.0,1091.0,46.0,1079.5,109950.6875,1079.5,1.1,8.5,-5.0,1830.6241,79.776695,1,56.0,56.0,1089.625,1069.375,7.0
64800,1078.0,6.0,1077.0,2.0,1070.0,41.0,1085.0,6.0,1086.0,2.0,1092.0,41.0,1081.5,109950.6875,1081.25,1.1,8.5,-5.0,1830.166,79.78899,1,49.0,49.0,1090.8979591836735,1071.265306122449,7.0
64900,1078.0,7.0,1077.0,2.0,1070.0,51.0,1085.0,7.0,1086.0,2.0,1093.0,51.0,1081.5,109950.6875,1081.5,1.1,8.5,-5.0,1829.708,79.801285,1,60.0,60.0,1091.8333333333333,1071.1666666666667,7.0
65000,1078.0,8.0,1077.0,5.0,1070.0,52.0,1085.0,8.0,1086.0,5.0,1092.0,52.0,1081.5,109950.6875,1081.25,1.1,8.5,-5.0,1829.2504,79.81358,1,65.0,65.0,1090.676923076923,1071.5230769230768,7.0
65100,1077.0,9.0,1076.0,4.0,1070.0,46.0,1085.0,9.0,1086.0,4.0,1092.0,46.0,1081.0,109950.6875,1081.0,1.1,8.5,-5.0,1828.7931,79.8259,1,59.0,59.0,1090.5254237288136,1071.4745762711864,8.0
65200,1080.0,10.0,1079.0,2.0,1072.0,52.0,1087.0,10.0,1088.0,2.0,1094.0,52.0,1083.5,109950.6875,1083.25,1.1,8.5,-5.0,1828.336,79.83821,1,64.0,64.0,1092.71875,1073.46875,7.0
65300,1081.0,6.0,1080.0,4.0,1073.0,38.0,1088.0,6.0,1089.0,4.0,1095.0,38.0,1084.5,109950.6875,1084.25,1.1,8.5,-5.0,1827.8793,79.85053,1,48.0,48.0,1093.625,1074.5833333333333,7.0
65400,1082.0,5.0,1081.0,3.0,1074.0,42.0,1089.0,5.0,1090.0,3.0,1096.0,42.0,1085.5,109950.6875,1085.25,1.1,8.5,-5.0,1827.4227,79.86286,1,50.0,50.0,1094.94,1075.22,7.0
65500,1082.0,6.0,1081.0,2.0,1074.0,46.0,1089.0,6.0,1090.0,2.0,1096.0,46.0,1085.5,109950.6875,1085.25,1.1,8.5,-5.0,1826.9666,79.8752,1,54.0,54.0,1095.0,1075.148148148148,7.0
65600,1081.0,6.0,1080.0,4.0,1073.0,48.0,1088.0,6.0,1089.0,4.0,1095.0,48.0,1084.5,109950.6875,1084.25,1.1,8.5,-5.0,1826.5106,79.88754,1,58.0,58.0,1093.8620689655172,1074.3103448275863,7.0
65700,1083.0,8.0,1082.0,2.0,1076.0,51.0,1090.0,8.0,1091.0,2.0,1098.0,51.0,1086.5,109950.6875,1086.75,1.1,8.5,-5.0,1826.055,79.89989,1,61.0,61.0,1096.72131147541,1077.1147540983607,7.0
65800,1084.0,5.0,1083.0,5.0,1076.0,47.0,1091.0,5.0,1092.0,5.0,1098.0,47.0,1087.5,109950.6875,1087.25,1.1,8.5,-5.0,1825.5997,79.91225,1,57.0,57.0,1096.859649122807,1077.3157894736842,7.0
65900,1083.0,6.0,1082.0,4.0,1076.0,49.0,1087.0,6.0,1090.0,6.0,1091.0,4.0,1085.0,109950.6875,1086.75,1.1,8.5,-5.0,1825.1448,79.92461,1,16.0,59.0,1089.125,1077.1186440677966,4.0
66000,1082.0,5.0,1081.0,3.0,1075.0,48.0,1089.0,5.0,1090.0,3.0,1097.0,48.0,1085.5,109950.6875,1085.75,1.1,8.5,-5.0,1824.6901,79.93698,1,56.0,56.0,1095.9107142857142,1075.9464285714287,7.0
66100,1083.0,9.0,1082.0,5.0,1076.0,58.0,1090.0,9.0,1091.0,5.0,1098.0,58.0,1086.5,109950.6875,1086.75,1.1,8.5,-5.0,1824.2356,79.949356,1,72.0,72.0,1096.513888888889,1077.2916666666667,7.0
66200,1083.0,8.0,1082.0,5.0,1076.0,54.0,1091.0,8.0,1092.0,5.0,1098.0,54.0,1087.0,109950.6875,1087.0,1.1,8.5,-5.0,1823.7815,79.96174,1,67.0,67.0,1096.7164179104477,1077.2835820895523,8.0
66300,1082.0,8.0,1081.0,5.0,1074.0,45.0,1089.0,8.0,1090.0,5.0,1096.0,45.0,1085.5,109950.6875,1085.25,1.1,8.5,-5.0,1823.3278,79.97413,1,58.0,58.0,1094.5172413793102,1075.7068965517242,7.0
66400,1081.0,9.0,1080.0,2.0,1073.0,43.0,1088.0,9.0,1089.0,2.0,1095.0,43.0,1084.5,109950.6875,1084.25,1.1,8.5,-5.0,1822.8743,79.98653,1,54.0,54.0,1093.611111111111,1074.5925925925926,7.0
66500,1082.0,9.0,1081.0,5.0,1075.0,50.0,1089.0,9.0,1090.0,5.0,1097.0,50.0,1085.5,109950.6875,1085.75,1.1,8.5,-5.0,1822.421,79.99893,1,64.0,64.0,1095.328125,1076.453125,7.0
66600,1084.0,9.0,1083.0,4.0,1076.0,49.0,1091.0,9.0,1092.0,4.0,1098.0,49.0,1087.5,109950.6875,1087.25,1.1,8.5,-5.0,1821.9681,80.011345,1,62.0,62.0,1096.5967741935483,1077.6129032258063,7.0
66700,1083.0,9.0,1082.0,5.0,1076.0,40.0,1091.0,9.0,1092.0,5.0,1098.0,40.0,1087.0,109950.6875,1087.0,1.1,8.5,-5.0,1821.5156,80.023766,1,54.0,54.0,1096.2777777777778,1077.7222222222222,8.0
66800,1084.0,8.0,1083.0,4.0,1077.0,51.0,1091.0,8.0,1092.0,4.0,1099.0,51.0,1087.5,109950.6875,1087.75,1.1,8.5,-5.0,1821.0634,80.036194,1,63.0,63.0,1097.5396825396826,1078.2698412698412,7.0
66900,1086.0,5.0,1085.0,2.0,1078.0,38.0,1093.0,5.0,1094.0,2.0,1100.0,38.0,1089.5,109950.6875,1089.25,1.1,8.5,-5.0,1820.6115,80.04863,1,45.0,45.0,1098.9555555555555,1079.2,7.0
67000,1085.0,8.0,1084.0,3.0,1077.0,45.0,1092.0,8.0,1093.0,3.0,1099.0,45.0,1088.5,109950.6875,1088.25,1.1,8.5,-5.0,1820.1599,80.06107,1,56.0,56.0,1097.6785714285713,1078.517857142857,7.0
67100,1084.0,8.0,1083.0,3.0,1076.0,45.0,1091.0,8.0,1092.0,3.0,1098.0,45.0,1087.5,109950.6875,1087.25,1.1,8.5,-5.0,1819.7086,80.073524,1,56.0,56.0,1096.6785714285713,1077.517857142857,7.0
67200,1082.0,5.0,1081.0,4.0,1075.0,42.0,1089.0,5.0,1090.0,4.0,1097.0,42.0,1085.5,109950.6875,1085.75,1.1,8.5,-5.0,1819.2576,80.08598,1,51.0,51.0,1095.6666666666667,1076.1568627450981,7.0
67300,1081.0,8.0,1080.0,2.0,1074.0,51.0,1088.0,8.0,1089.0,2.0,1096.0,51.0,1084.5,109950.6875,1084.75,1.1,8.5,-5.0,1818.807,80.09845,1,61.0,61.0,1094.72131147541,1075.1147540983607,7.0
67400,1081.0,10.0,1080.0,5.0,1074.0,47.0,1088.0,10.0,1089.0,5.0,1096.0,47.0,1084.5,109950.6875,1084.75,1.1,8.5,-5.0,1818.3567,80.11092,1,62.0,62.0,1094.1451612903227,1075.6129032258063,7.0
67500,1081.0,10.0,1080.0,5.0,1074.0,56.0,1089.0,10.0,1090.0,5.0,1096.0,56.0,1085.0,109950.6875,1085.0,1.1,8.5,-5.0,1817.9067,80.123405,1,71.0,71.0,1094.5915492957747,1075.4084507042253,8.0
67600,1081.0,9.0,1080.0,5.0,1074.0,52.0,1088.0,9.0,1089.0,5.0,1096.0,52.0,1084.5,109950.6875,1084.75,1.1,8.5,-5.0,1817.457,80.135895,1,66.0,66.0,1094.378787878788,1075.409090909091,7.0
67700,1081.0,8.0,1080.0,3.0,1074.0,50.0,1088.0,8.0,1089.0,3.0,1096.0,50.0,1084.5,109950.6875,1084.75,1.1,8.5,-5.0,1817.0078,80.1484,1,61.0,61.0,1094.6065573770493,1075.2131147540983,7.0
67800,1081.0,9.0,1080.0,4.0,1074.0,50.0,1088.0,9.0,1089.0,4.0,1096.0,50.0,1084.5,109950.6875,1084.75,1.1,8.5,-5.0,1816.5588,80.160904,1,63.0,63.0,1094.4126984126983,1075.3809523809523,7.0
67900,1081.0,9.0,1080.0,3.0,1074.0,50.0,1088.0,9.0,1089.0,3.0,1096.0,50.0,1084.5,109950.6875,1084.75,1.1,8.5,-5.0,1816.1101,80.173416,1,62.0,62.0,1094.5,1075.3064516129032,7.0
68000,1082.0,7.0,1081.0,4.0,1075.0,49.0,1089.0,7.0,1090.0,4.0,1097.0,49.0,1085.5,109950.6875,1085.75,1.1,8.5,-5.0,1815.6619,80.18594,1,60.0,60.0,1095.6,1076.2166666666667,7.0
68100,1081.0,10.0,1080.0,3.0,1074.0,43.0,1088.0,10.0,1089.0,3.0,1096.0,43.0,1084.5,109950.6875,1084.75,1.1,8.5,-5.0,1815.2139,80.19847,1,56.0,56.0,1094.1964285714287,1075.5714285714287,7.0
68200,1078.0,8.0,1077.0,5.0,1070.0,44.0,1085.0,8.0,1086.0,5.0,1092.0,44.0,1081.5,109950.6875,1081.25,1.1,8.5,-5.0,1814.7662,80.21101,1,57.0,57.0,1090.4912280701753,1071.7368421052631,7.0
68300,1079.0,9.0,1078.0,4.0,1071.0,45.0,1086.0,9.0,1087.0,4.0,1093.0,45.0,1082.5,109950.6875,1082.25,1.1,8.5,-5.0,1814.319,80.223564,1,58.0,58.0,1091.5,1072.7241379310344,7.0
68400,1080.0,10.0,1079.0,4.0,1072.0,57.0,1087.0,10.0,1088.0,4.0,1094.0,57.0,1083.5,109950.6875,1083.25,1.1,8.5,-5.0,1813.8721,80.23612,1,71.0,71.0,1092.6760563380283,1073.5211267605634,7.0
68500,1079.0,5.0,1078.0,5.0,1072.0,47.0,1086.0,5.0,1087.0,5.0,1094.0,47.0,1082.5,109950.6875,1082.75,1.1,8.5,-5.0,1813.4254,80.24869,1,57.0,57.0,1092.6842105263158,1073.140350877193,7.0
68600,1078.0,5.0,1077.0,4.0,1071.0,37.0,1085.0,5.0,1086.0,4.0,1093.0,37.0,1081.5,109950.6875,1081.75,1.1,8.5,-5.0,1812.9792,80.26126,1,46.0,46.0,1091.5217391304348,1072.2826086956522,7.0
68700,1079.0,7.0,1078.0,2.0,1071.0,40.0,1086.0,7.0,1087.0,2.0,1093.0,40.0,1082.5,109950.6875,1082.25,1.1,8.5,-5.0,1812.5333,80.27384,1,49.0,49.0,1091.7551020408164,1072.4285714285713,7.0
68800,1078.0,5.0,1077.0,5.0,1070.0,50.0,1085.0,5.0,1086.0,5.0,1092.0,50.0,1081.5,109950.6875,1081.25,1.1,8.5,-5.0,1812.0878,80.28644,1,60.0,60.0,1090.9166666666667,1071.25,7.0
68900,1078.0,5.0,1077.0,5.0,1070.0,38.0,1085.0,5.0,1086.0,5.0,1092.0,38.0,1081.5,109950.6875,1081.25,1.1,8.5,-5.0,1811.6427,80.299034,1,48.0,48.0,1090.6458333333333,1071.5625,7.0
69000,1078.0,8.0,1077.0,4.0,1071.0,54.0,1085.0,8.0,1086.0,4.0,1093.0,54.0,1081.5,109950.6875,1081.75,1.1,8.5,-5.0,1811.1979,80.311646,1,66.0,66.0,1091.6060606060605,1072.2121212121212,7.0
69100,1077.0,10.0,1076.0,5.0,1070.0,45.0,1084.0,10.0,1085.0,5.0,1092.0,45.0,1080.5,109950.6875,1080.75,1.1,8.5,-5.0,1810.7534,80.324265,1,60.0,60.0,1090.0833333333333,1071.6666666666667,7.0
69200,1077.0,10.0,1076.0,4.0,1069.0,54.0,1084.0,10.0,1085.0,4.0,1092.0,54.0,1080.5,109950.6875,1080.5,1.1,8.5,-5.0,1810.3093,80.33689,1,68.0,68.0,1090.4117647058824,1070.5882352941176,7.0
69300,1076.0,9.0,1075.0,3.0,1069.0,54.0,1083.0,9.0,1084.0,3.0,1091.0,54.0,1079.5,109950.6875,1079.75,1.1,8.5,-5.0,1809.8656,80.34953,1,66.0,66.0,1089.590909090909,1070.2272727272727,7.0
69400,1076.0,7.0,1075.0,3.0,1069.0,55.0,1084.0,7.0,1085.0,3.0,1091.0,55.0,1080.0,109950.6875,1080.0,1.1,8.5,-5.0,1809.4221,80.362175,1,65.0,65.0,1089.9692307692308,1070.0307692307692,8.0
69500,1077.0,10.0,1076.0,2.0,1070.0,52.0,1084.0,10.0,1085.0,2.0,1092.0,52.0,1080.5,109950.6875,1080.75,1.1,8.5,-5.0,1808.9791,80.37483,1,64.0,64.0,1090.53125,1071.28125,7.0
69600,1077.0,10.0,1076.0,3.0,1070.0,53.0,1085.0,10.0,1086.0,3.0,1092.0,53.0,1081.0,109950.6875,1081.0,1.1,8.5,-5.0,1808.5365,80.3875,1,66.0,66.0,1090.6666666666667,1071.3333333333333,8.0
69700,1074.0,10.0,1073.0,3.0,1067.0,47.0,1081.0,10.0,1082.0,3.0,1089.0,47.0,1077.5,109950.6875,1077.75,1.1,8.5,-5.0,1808.0942,80.40018,1,60.0,60.0,1087.3166666666666,1068.4666666666667,7.0
69800,1072.0,6.0,1071.0,2.0,1065.0,39.0,1079.0,6.0,1080.0,2.0,1087.0,39.0,1075.5,109950.6875,1075.75,1.1,8.5,-5.0,1807.6523,80.41286,1,47.0,47.0,1085.6808510638298,1066.1489361702127,7.0
69900,1073.0,9.0,1072.0,5.0,1065.0,50.0,1080.0,9.0,1081.0,5.0,1087.0,50.0,1076.5,109950.6875,1076.25,1.1,8.5,-5.0,1807.2109,80.42555,1,64.0,64.0,1085.546875,1066.671875,7.0
70000,1073.0,5.0,1072.0,5.0,1065.0,50.0,1080.0,5.0,1081.0,5.0,1087.0,50.0,1076.5,109950.6875,1076.25,1.1,8.5,-5.0,1806.7698,80.438255,1,60.0,60.0,1085.9166666666667,1066.25,7.0
70100,1071.0,9.0,1070.0,4.0,1064.0,52.0,1078.0,9.0,1079.0,4.0,1086.0,52.0,1074.5,109950.6875,1074.75,1.1,8.5,-5.0,1806.329,80.45097,1,65.0,65.0,1084.4615384615386,1065.3384615384616,7.0
70200,1072.0,10.0,1071.0,3.0,1064.0,55.0,1079.0,10.0,1080.0,3.0,1086.0,55.0,1075.5,109950.6875,1075.25,1.1,8.5,-5.0,1805.8885,80.46369,1,68.0,68.0,1084.7058823529412,1065.485294117647,7.0
70300,1074.0,6.0,1073.0,4.0,1067.0,51.0,1081.0,6.0,1082.0,4.0,1089.0,51.0,1077.5,109950.6875,1077.75,1.1,8.5,-5.0,1805.4486,80.47643,1,61.0,61.0,1087.7540983606557,1068.0819672131147,7.0
70400,1074.0,5.0,1073.0,4.0,1067.0,46.0,1081.0,5.0,1082.0,4.0,1089.0,46.0,1077.5,109950.6875,1077.75,1.1,8.5,-5.0,1805.009,80.489174,1,55.0,55.0,1087.7636363636364,1068.0727272727272,7.0
70500,1073.0,6.0,1072.0,3.0,1066.0,50.0,1077.0,8.0,1080.0,6.0,1081.0,3.0,1075.0,109950.6875,1076.75,1.1,8.5,-5.0,1804.5697,80.50192,1,17.0,59.0,1078.764705882353,1067.0169491525423,4.0
70600,1073.0,5.0,1072.0,3.0,1066.0,49.0,1081.0,5.0,1082.0,3.0,1088.0,49.0,1077.0,109950.6875,1077.0,1.1,8.5,-5.0,1804.1309,80.51469,1,57.0,57.0,1087.0701754385964,1066.9298245614036,8.0
70700,1073.0,8.0,1072.0,2.0,1066.0,45.0,1081.0,8.0,1082.0,2.0,1088.0,45.0,1077.0,109950.6875,1077.0,1.1,8.5,-5.0,1803.6925,80.527466,1,55.0,55.0,1086.7636363636364,1067.2363636363636,8.0
70800,1072.0,7.0,1071.0,2.0,1065.0,50.0,1079.0,7.0,1080.0,2.0,1087.0,50.0,1075.5,109950.6875,1075.75,1.1,8.5,-5.0,1803.2544,80.540245,1,59.0,59.0,1085.8135593220338,1066.0338983050847,7.0
70900,1073.0,6.0,1072.0,2.0,1066.0,41.0,1080.0,6.0,1081.0,2.0,1088.0,41.0,1076.5,109950.6875,1076.75,1.0,8.5,-5.0,1802.8168,80.55304,1,49.0,49.0,1086.734693877551,1067.1020408163265,7.0
71000,1073.0,7.0,1072.0,5.0,1066.0,56.0,1080.0,7.0,1081.0,5.0,1087.0,56.0,1076.5,109950.6875,1076.25,1.0,8.5,-5.0,1802.3794,80.56585,1,68.0,68.0,1085.8382352941176,1067.1617647058824,7.0
